date,time,site_name,cluster,agency_name,material,ticket_no,vehicle_no,transfer_party_name,first_weight,second_weight,net_weight,,,,,,,
2025-06-22,18:17:37,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0294,AP28TC8081,On-site,29240,11340,17900,,,,,,,
2025-06-22,18:21:03,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0295,AP21TB4935,On-site,31680,11430,20250,,,,,,,
2025-06-22,18:30:04,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0296,AP 26 TA 0434,On-site,29580,9980,19600,,,,,,,
2025-06-22,18:40:16,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0297,AP28TC8081,On-site,29290,11330,17960,,,,,,,
2025-06-22,18:46:16,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0298,AP21TB4935,On-site,32250,11400,20850,,,,,,,
2025-06-22,18:55:11,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0299,AP 26 TA 0434,On-site,30420,10020,20400,,,,,,,
2025-06-22,19:02:21,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0300,AP28TC8081,On-site,32290,11350,20940,,,,,,,
2025-06-22,19:12:08,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0301,AP21TB4935,On-site,31910,11420,20490,,,,,,,
2025-06-22,19:16:36,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0302,AP 26 TA 0434,On-site,29290,10010,19280,,,,,,,
2025-06-22,19:24:26,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0303,AP27TW7569,On-site,32370,10660,21710,,,,,,,
2025-06-22,19:34:21,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0304,AP28TC8081,On-site,30430,11350,19080,,,,,,,
2025-06-22,19:35:23,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0305,AP21TB4935,On-site,32200,11430,20770,,,,,,,
2025-06-22,20:21:54,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0306,AP27TW7569,On-site,32850,10630,22220,,,,,,,
2025-06-22,20:35:10,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0307,AP 26 TA 0434,On-site,30570,10000,20570,,,,,,,
2025-06-23,9:56:41,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0308,AP 26 TA 0434,On-site,29170,10010,19160,,,,,,,
2025-06-23,9:59:54,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0309,AP27TW7569,On-site,31130,10630,20500,,,,,,,
2025-06-23,10:07:45,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0310,AP28TC8081,On-site,30010,11320,18690,,,,,,,
2025-06-23,10:19:12,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0311,AP21TB4935,On-site,32990,11400,21590,,,,,,,
2025-06-23,10:22:15,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0312,AP27TW7569,On-site,32910,10630,22280,,,,,,,
2025-06-23,10:35:03,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0313,AP28TC8081,On-site,29970,11330,18640,,,,,,,
2025-06-23,11:00:00,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0314,AP 26 TA 0434,On-site,30510,9960,20550,,,,,,,
2025-06-23,11:02:58,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0315,AP21TB4935,On-site,31700,11020,20680,,,,,,,
2025-06-23,11:13:53,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0316,AP27TW7569,On-site,34360,10620,23740,,,,,,,
2025-06-23,11:17:01,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0317,AP28TC8081,On-site,29500,11310,18190,,,,,,,
2025-06-23,11:23:45,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0318,AP 26 TA 0434,On-site,27590,9970,17620,,,,,,,
2025-06-23,11:39:20,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0319,AP21TB4935,On-site,32090,11150,20940,,,,,,,
2025-06-23,11:56:01,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0320,AP27TW7569,On-site,32730,10630,22100,,,,,,,
2025-06-23,11:59:17,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0321,AP28TC8081,On-site,31300,11320,19980,,,,,,,
2025-06-23,12:01:49,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0322,AP 26 TA 0434,On-site,31620,9980,21640,,,,,,,
2025-06-23,12:22:12,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0323,AP21TB4935,On-site,33440,11290,22150,,,,,,,
2025-06-23,12:26:19,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0324,AP27TW7569,On-site,33500,10630,22870,,,,,,,
2025-06-23,12:38:04,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0325,AP28TC8081,On-site,30700,11340,19360,,,,,,,
2025-06-23,12:47:23,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0326,AP 26 TA 0434,On-site,30430,10000,20430,,,,,,,
2025-06-23,12:57:01,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0327,AP21TB4935,On-site,34830,11370,23460,,,,,,,
2025-06-23,13:05:34,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0328,AP27TW7569,On-site,32200,10710,21490,,,,,,,
2025-06-23,13:16:11,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0329,AP28TC8081,On-site,31900,11360,20540,,,,,,,
2025-06-23,13:36:33,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0330,AP 26 TA 0434,On-site,32410,10020,22390,,,,,,,
2025-06-23,14:48:51,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0331,AP28TC8081,On-site,31090,11320,19770,,,,,,,
2025-06-23,15:02:01,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0332,AP27TW7569,On-site,32850,10610,22240,,,,,,,
2025-06-23,15:19:03,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0333,AP 26 TA 0434,On-site,30480,9960,20520,,,,,,,
2025-06-23,15:24:34,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0334,AP21TB4935,On-site,32400,11070,21330,,,,,,,
2025-06-23,15:32:56,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0335,AP28TC8081,On-site,32020,11320,20700,,,,,,,
2025-06-23,15:41:05,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0336,AP27TW7569,On-site,29820,10610,19210,,,,,,,
2025-06-23,15:55:22,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0337,AP 26 TA 0434,On-site,28570,10020,18550,,,,,,,
2025-06-23,16:04:12,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0338,AP21TB4935,On-site,30360,11060,19300,,,,,,,
2025-06-23,16:15:54,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0339,AP28TC8081,On-site,31060,11310,19750,,,,,,,
2025-06-23,16:24:11,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0340,AP27TW7569,On-site,28730,10610,18120,,,,,,,
2025-06-23,16:33:47,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0341,AP 26 TA 0434,On-site,29770,10060,19710,,,,,,,
2025-06-23,16:42:55,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0342,AP21TB4935,On-site,30620,11050,19570,,,,,,,
2025-06-23,16:52:25,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0343,AP28TC8081,On-site,30400,11310,19090,,,,,,,
2025-06-23,17:02:36,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0344,AP27TW7569,On-site,24900,10610,14290,,,,,,,
2025-06-23,17:14:14,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0345,AP 26 TA 0434,On-site,27320,10000,17320,,,,,,,
2025-06-23,17:25:23,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0346,AP21TB4935,On-site,28150,11060,17090,,,,,,,
2025-06-23,17:38:41,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0347,AP28TC8081,On-site,28340,11320,17020,,,,,,,
2025-06-23,18:02:20,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0348,AP27TW7569,On-site,28070,10630,17440,,,,,,,
2025-06-23,18:08:51,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0349,AP 26 TA 0434,On-site,27150,9990,17160,,,,,,,
2025-06-23,18:15:14,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0350,AP28TC8081,On-site,28250,11310,16940,,,,,,,
2025-06-23,18:32:27,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0351,AP21TB4935,On-site,28050,11050,17000,,,,,,,
2025-06-23,18:37:05,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0352,AP27TW7569,On-site,28300,10610,17690,,,,,,,
2025-06-23,18:47:35,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0353,AP 26 TA 0434,On-site,28800,9940,18860,,,,,,,
2025-06-23,19:00:51,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0354,AP28TC8081,On-site,30310,11310,19000,,,,,,,
2025-06-23,19:06:41,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0355,AP21TB4935,On-site,30490,11030,19460,,,,,,,
2025-06-24,9:06:35,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0356,AP28TC8081,On-site,29720,11300,18420,,,,,,,
2025-06-24,9:15:30,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0357,AP 26 TA 0434,On-site,28740,9950,18790,,,,,,,
2025-06-24,9:27:32,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0358,AP21TB4935,On-site,30450,11000,19450,,,,,,,
2025-06-24,9:36:48,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0359,AP27TW7569,On-site,32200,10620,21580,,,,,,,
2025-06-24,10:11:58,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0360,AP28TC8081,On-site,29940,11300,18640,,,,,,,
2025-06-24,10:16:27,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0361,AP 26 TA 0434,On-site,31360,9940,21420,,,,,,,
2025-06-24,10:32:02,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0362,AP21TB4935,On-site,33220,11010,22210,,,,,,,
2025-06-24,10:54:31,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0363,AP27TW7569,On-site,33920,10640,23280,,,,,,,
2025-06-24,11:03:10,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0364,AP28TC8081,On-site,31630,11360,20270,,,,,,,
2025-06-24,11:17:26,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0365,AP21TB4935,On-site,31290,11010,20280,,,,,,,
2025-06-24,11:28:24,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0366,AP27TW7569,On-site,32030,10640,21390,,,,,,,
2025-06-24,11:37:14,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0367,AP28TC8081,On-site,30920,11310,19610,,,,,,,
2025-06-24,11:39:54,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0368,AP 26 TA 0434,On-site,30440,9860,20580,,,,,,,
2025-06-24,11:52:32,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0369,AP21TB4935,On-site,30380,11000,19380,,,,,,,
2025-06-24,12:03:53,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0370,AP27TW7569,On-site,32790,10650,22140,,,,,,,
2025-06-24,12:10:59,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0371,AP28TC8081,On-site,30650,11300,19350,,,,,,,
2025-06-24,12:22:29,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0372,AP 26 TA 0434,On-site,30310,9940,20370,,,,,,,
2025-06-24,12:42:37,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0373,AP21TB4935,On-site,30500,11010,19490,,,,,,,
2025-06-24,12:47:45,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0374,AP27TW7569,On-site,29030,10650,18380,,,,,,,
2025-06-24,12:57:20,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0375,AP28TC8081,On-site,31050,11310,19740,,,,,,,
2025-06-24,13:10:09,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0376,AP 26 TA 0434,On-site,30490,9940,20550,,,,,,,
2025-06-24,14:38:45,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0377,AP27TW7569,On-site,31910,10640,21270,,,,,,,
2025-06-24,15:01:04,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0378,AP21TB4935,On-site,30440,11030,19410,,,,,,,
2025-06-24,15:02:21,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0379,AP 26 TA 0434,On-site,29630,9970,19660,,,,,,,
2025-06-24,15:11:00,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0380,AP28TC8081,On-site,29720,11340,18380,,,,,,,
2025-06-24,15:20:26,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0381,AP27TW7569,On-site,31500,10640,20860,,,,,,,
2025-06-24,15:31:15,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0382,AP21TB4935,On-site,30690,11010,19680,,,,,,,
2025-06-24,15:39:28,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0383,AP 26 TA 0434,On-site,30600,9970,20630,,,,,,,
2025-06-24,15:50:57,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0384,AP28TC8081,On-site,29900,11310,18590,,,,,,,
2025-06-24,16:02:06,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0385,AP27TW7569,On-site,32760,10640,22120,,,,,,,
2025-06-24,16:10:44,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0386,AP 26 TA 0434,On-site,28070,9970,18100,,,,,,,
2025-06-24,16:23:43,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0387,AP28TC8081,On-site,30560,11320,19240,,,,,,,
2025-06-24,16:32:55,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0388,AP21TB4935,On-site,30740,11010,19730,,,,,,,
2025-06-24,16:42:26,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0389,AP27TW7569,On-site,27120,10650,16470,,,,,,,
2025-06-24,16:52:18,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0390,AP 26 TA 0434,On-site,30090,9980,20110,,,,,,,
2025-06-24,17:00:02,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0391,AP28TC8081,On-site,30110,11310,18800,,,,,,,
2025-06-24,17:14:35,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0392,AP21TB4935,On-site,28920,11000,17920,,,,,,,
2025-06-24,17:23:47,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0393,AP27TW7569,On-site,27420,10660,16760,,,,,,,
2025-06-24,17:30:33,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0394,AP 26 TA 0434,On-site,28280,10060,18220,,,,,,,
2025-06-24,17:40:42,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0395,AP28TC8081,On-site,29700,11390,18310,,,,,,,
2025-06-24,21:12:15,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0396,AP21TB4935,On-site,32510,10720,21790,,,,,,,
2025-06-24,18:10:38,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0397,AP27TW7569,On-site,34870,10720,24150,,,,,,,
2025-06-24,21:13:00,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0398,AP28TC8081,On-site,32020,9990,22030,,,,,,,
2025-06-24,21:11:54,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0399,AP27TW7569,On-site,31180,10720,20460,,,,,,,
2025-06-24,21:13:28,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0400,AP 26 TA 0434,On-site,29010,10000,19010,,,,,,,
2025-06-24,21:59:35,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0401,AP21TB4935,On-site,33880,11050,22830,,,,,,,
2025-06-24,22:07:07,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0402,AP28TC8081,On-site,33220,11330,21890,,,,,,,
2025-06-24,22:20:55,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0403,AP27TW7569,On-site,35520,10710,24810,,,,,,,
2025-06-24,22:23:35,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0404,AP 26 TA 0434,On-site,34290,10020,24270,,,,,,,
2025-06-24,22:33:01,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0405,AP21TB4935,On-site,35170,11000,24170,,,,,,,
2025-06-24,22:42:03,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0406,AP28TC8081,On-site,32510,11320,21190,,,,,,,
2025-06-24,22:54:06,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0407,AP27TW7569,On-site,35530,10690,24840,,,,,,,
2025-06-24,22:56:05,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0408,AP 26 TA 0434,On-site,31610,10020,21590,,,,,,,
2025-06-24,23:36:54,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0409,AP21TB4935,On-site,32830,11140,21690,,,,,,,
2025-06-24,23:47:52,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0410,AP28TC8081,On-site,32190,11300,20890,,,,,,,
2025-06-24,23:56:41,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0411,AP27TW7569,On-site,34600,10680,23920,,,,,,,
2025-06-25,0:20:12,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0412,AP 26 TA 0434,On-site,33580,10150,23430,,,,,,,
2025-06-25,0:22:52,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0413,AP21TB4935,On-site,32490,10990,21500,,,,,,,
2025-06-25,0:30:49,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0414,AP28TC8081,On-site,32290,11310,20980,,,,,,,
2025-06-25,0:38:32,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0415,AP27TW7569,On-site,34870,10690,24180,,,,,,,
2025-06-25,0:54:34,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0416,AP28TC8081,On-site,32620,11300,21320,,,,,,,
2025-06-25,1:04:10,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0417,AP28TC8081,On-site,30920,11330,19590,,,,,,,
2025-06-25,1:25:02,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0418,AP 26 TA 0434,On-site,29610,9980,19630,,,,,,,
2025-06-25,1:35:32,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0419,AP28TC8081,On-site,32060,11310,20750,,,,,,,
2025-06-25,1:44:26,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0420,AP21TB4935,On-site,31900,10990,20910,,,,,,,
2025-06-25,1:53:25,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0421,AP27TW7569,On-site,36010,10690,25320,,,,,,,
2025-06-25,1:59:25,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0422,AP 26 TA 0434,On-site,31300,9980,21320,,,,,,,
2025-06-25,2:08:01,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0423,AP28TC8081,On-site,33150,11320,21830,,,,,,,
2025-06-25,2:16:17,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0424,AP21TB4935,On-site,33110,11000,22110,,,,,,,
2025-06-25,2:30:02,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0425,AP27TW7569,On-site,34170,10680,23490,,,,,,,
2025-06-25,2:32:54,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0426,AP 26 TA 0434,On-site,31880,9990,21890,,,,,,,
2025-06-25,2:39:53,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0427,AP28TC8081,On-site,31920,11320,20600,,,,,,,
2025-06-25,2:47:45,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0428,AP21TB4935,On-site,31760,11010,20750,,,,,,,
2025-06-25,3:00:43,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0429,AP27TW7569,On-site,36040,10690,25350,,,,,,,
2025-06-25,3:06:11,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0430,AP 26 TA 0434,On-site,31860,9990,21870,,,,,,,
2025-06-25,3:14:44,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0431,AP28TC8081,On-site,33010,11330,21680,,,,,,,
2025-06-25,4:54:41,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0432,AP27TW7569,On-site,32910,10690,22220,,,,,,,
2025-06-25,5:35:35,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0433,AP21TB4935,On-site,31900,11010,20890,,,,,,,
2025-06-25,5:41:17,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0434,AP28TC8081,On-site,29610,11330,18280,,,,,,,
2025-06-25,5:45:45,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0435,AP 26 TA 0434,On-site,28570,9980,18590,,,,,,,
2025-06-25,6:01:30,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0436,AP27TW7569,On-site,32830,10690,22140,,,,,,,
2025-06-25,6:11:30,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0437,AP21TB4935,On-site,30910,11010,19900,,,,,,,
2025-06-25,6:17:12,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0438,AP28TC8081,On-site,32270,11320,20950,,,,,,,
2025-06-25,8:53:11,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0439,AP 26 TA 0434,On-site,31150,10050,21100,,,,,,,
2025-06-25,9:03:42,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0440,AP27TW7569,On-site,34990,10700,24290,,,,,,,
2025-06-25,9:21:10,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0441,AP21TB4935,On-site,31230,10990,20240,,,,,,,
2025-06-25,9:22:49,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0442,AP28TC8081,On-site,30850,11320,19530,,,,,,,
2025-06-25,9:36:54,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0443,AP27TW7569,On-site,35220,10690,24530,,,,,,,
