date,time,site_name,cluster,agency_name,material,ticket_no,vehicle_no,transfer_party_name,first_weight,second_weight,net_weight,,,,,,,
2025-06-20,15:27:53,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0141,AP21TB4935,On-site,30980,11510,19470,,,,,,,
2025-06-20,15:34:47,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0142,AP 26 TA 0434,On-site,28340,9900,18440,,,,,,,
2025-06-20,15:37:51,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0143,AP28TC8081,On-site,28190,11650,16540,,,,,,,
2025-06-20,15:48:39,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0144,AP27TW7569,On-site,30770,10700,20070,,,,,,,
2025-06-20,15:52:32,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0145,AP21TB4935,On-site,30510,11520,18990,,,,,,,
2025-06-20,16:00:40,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0146,AP 26 TA 0434,On-site,27560,9900,17660,,,,,,,
2025-06-20,16:04:02,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0147,AP28TC8081,On-site,29610,11640,17970,,,,,,,
2025-06-20,16:15:40,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0148,AP27TW7569,On-site,31190,10680,20510,,,,,,,
2025-06-20,16:28:02,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0149,AP21TB4935,On-site,30080,11520,18560,,,,,,,
2025-06-20,16:31:32,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0150,AP 26 TA 0434,On-site,29030,9880,19150,,,,,,,
2025-06-20,16:35:19,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0151,AP28TC8081,On-site,29190,11580,17610,,,,,,,
2025-06-20,16:52:18,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0152,AP27TW7569,On-site,31710,10670,21040,,,,,,,
2025-06-20,16:57:23,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0153,AP21TB4935,On-site,29570,11530,18040,,,,,,,
2025-06-20,17:05:44,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0154,AP 26 TA 0434,On-site,28090,9900,18190,,,,,,,
2025-06-20,17:12:33,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0155,AP28TC8081,On-site,30080,11570,18510,,,,,,,
2025-06-20,17:23:28,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0156,AP27TW7569,On-site,31540,10720,20820,,,,,,,
2025-06-20,17:36:54,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0157,AP21TB4935,On-site,29860,11680,18180,,,,,,,
2025-06-20,17:41:59,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0158,AP 26 TA 0434,On-site,28910,9950,18960,,,,,,,
2025-06-20,17:45:16,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0159,AP28TC8081,On-site,29770,11700,18070,,,,,,,
2025-06-20,17:55:30,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0160,AP27TW7569,On-site,32520,10710,21810,,,,,,,
2025-06-20,19:29:07,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0161,AP28TC8081,On-site,28990,11630,17360,,,,,,,
2025-06-20,18:32:27,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0162,AP21TB4935,On-site,32470,11700,20770,,,,,,,
2025-06-20,18:35:45,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0163,AP27TW7569,On-site,32430,10730,21700,,,,,,,
2025-06-20,19:29:50,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0164,AP28TC8081,On-site,29720,11800,17920,,,,,,,
2025-06-20,19:30:10,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0168,AP28TC8081,On-site,28060,11700,16360,,,,,,,
2025-06-20,19:38:48,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0169,AP 26 TA 0434,On-site,26690,9900,16790,,,,,,,
2025-06-20,19:39:09,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0170,AP28TC8081,On-site,28550,11800,16750,,,,,,,
2025-06-20,19:39:30,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0171,AP27TW7569,On-site,30370,10640,19730,,,,,,,
2025-06-21,10:39:22,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0172,AP21TB4935,On-site,29770,11570,18200,,,,,,,
2025-06-21,10:42:58,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0173,AP 26 TA 0434,On-site,27620,9940,17680,,,,,,,
2025-06-21,10:44:23,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0174,AP27TW7569,On-site,29250,10690,18560,,,,,,,
2025-06-21,10:45:57,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0175,AP28TC8081,On-site,26260,11460,14800,,,,,,,
2025-06-21,11:09:55,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0176,AP21TB4935,On-site,29210,11620,17590,,,,,,,
2025-06-21,11:11:54,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0177,AP 26 TA 0434,On-site,26320,9960,16360,,,,,,,
2025-06-21,11:12:57,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0178,AP28TC8081,On-site,28550,11440,17110,,,,,,,
2025-06-21,11:20:16,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0179,AP27TW7569,On-site,29390,10690,18700,,,,,,,
2025-06-21,11:33:43,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0180,AP21TB4935,On-site,30460,11620,18840,,,,,,,
2025-06-21,11:41:29,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0181,AP21TB4935,On-site,30450,11610,18840,,,,,,,
2025-06-21,11:44:28,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0182,AP 26 TA 0434,On-site,28380,9950,18430,,,,,,,
2025-06-21,11:47:21,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0183,AP28TC8081,On-site,31090,11440,19650,,,,,,,
2025-06-21,12:05:17,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0184,AP27TW7569,On-site,32060,10680,21380,,,,,,,
2025-06-21,12:08:35,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0185,AP21TB4935,On-site,33280,11630,21650,,,,,,,
2025-06-21,12:12:30,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0186,AP 26 TA 0434,On-site,28800,9950,18850,,,,,,,
2025-06-21,12:18:25,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0187,AP28TC8081,On-site,28400,11510,16890,,,,,,,
2025-06-21,12:29:16,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0188,AP27TW7569,On-site,30930,10680,20250,,,,,,,
2025-06-21,14:01:37,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0189,AP21TB4935,On-site,31650,11610,20040,,,,,,,
2025-06-21,12:57:10,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0190,AP 26 TA 0434,On-site,29250,9920,19330,,,,,,,
2025-06-21,12:58:42,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0191,AP28TC8081,On-site,30980,13970,17010,,,,,,,
2025-06-21,14:00:49,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0192,AP21TB4935,On-site,30000,11610,18390,,,,,,,
2025-06-21,13:07:09,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0193,AP27TW7569,On-site,33050,10690,22360,,,,,,,
2025-06-21,14:45:44,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0194,AP28TC8081,On-site,27240,11450,15790,,,,,,,
2025-06-21,14:53:39,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0195,AP 26 TA 0434,On-site,26480,9940,16540,,,,,,,
2025-06-21,15:02:29,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0196,AP27TW7569,On-site,28080,10670,17410,,,,,,,
2025-06-21,15:14:37,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0197,AP21TB4935,On-site,28990,11590,17400,,,,,,,
2025-06-21,15:18:12,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0198,AP28TC8081,On-site,26440,11460,14980,,,,,,,
2025-06-21,15:32:01,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0199,AP27TW7569,On-site,30950,10660,20290,,,,,,,
2025-06-21,15:43:04,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0200,AP21TB4935,On-site,28420,11580,16840,,,,,,,
2025-06-21,15:50:05,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0201,AP28TC8081,On-site,27690,11480,16210,,,,,,,
2025-06-21,15:54:16,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0202,AP 26 TA 0434,On-site,27870,9930,17940,,,,,,,
2025-06-21,16:04:46,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0203,AP27TW7569,On-site,29040,10650,18390,,,,,,,
2025-06-21,16:14:39,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0204,AP21TB4935,On-site,29770,11570,18200,,,,,,,
2025-06-21,16:18:34,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0205,AP28TC8081,On-site,28200,11440,16760,,,,,,,
2025-06-21,16:31:43,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0206,AP 26 TA 0434,On-site,26930,9930,17000,,,,,,,
2025-06-21,16:36:09,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0207,AP27TW7569,On-site,28520,10660,17860,,,,,,,
2025-06-21,17:06:09,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0208,AP28TC8081,On-site,29870,11630,18240,,,,,,,
2025-06-21,17:36:07,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0209,AP21TB4935,On-site,29490,11570,17920,,,,,,,
2025-06-21,17:39:32,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0210,AP 26 TA 0434,On-site,24960,9930,15030,,,,,,,
2025-06-21,17:45:10,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0211,AP27TW7569,On-site,28700,10660,18040,,,,,,,
2025-06-21,17:48:34,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0212,AP28TC8081,On-site,26980,11690,15290,,,,,,,
2025-06-21,18:07:21,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0213,AP21TB4935,On-site,30360,11170,19190,,,,,,,
2025-06-21,18:11:00,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0214,AP 26 TA 0434,On-site,27460,9940,17520,,,,,,,
2025-06-21,18:13:36,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0215,AP28TC8081,On-site,26930,11710,15220,,,,,,,
2025-06-21,18:22:40,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0216,AP27TW7569,On-site,28290,10660,17630,,,,,,,
2025-06-21,18:30:27,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0217,AP21TB4935,On-site,29800,11250,18550,,,,,,,
2025-06-21,18:34:22,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0218,AP 26 TA 0434,On-site,28170,9940,18230,,,,,,,
2025-06-21,18:37:15,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0219,AP28TC8081,On-site,28570,11740,16830,,,,,,,
2025-06-21,21:44:23,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0220,AP28TC8081,On-site,30030,11760,18270,,,,,,,
2025-06-21,21:57:40,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0221,AP21TB4935,On-site,32990,11290,21700,,,,,,,
2025-06-21,22:07:13,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0222,AP27TW7569,On-site,34040,10680,23360,,,,,,,
2025-06-21,22:10:17,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0223,AP 26 TA 0434,On-site,30620,9950,20670,,,,,,,
2025-06-21,22:24:02,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0224,AP21TB4935,On-site,31480,11330,20150,,,,,,,
2025-06-21,22:28:00,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0225,AP28TC8081,On-site,29660,14140,15520,,,,,,,
2025-06-21,22:32:30,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0226,AP27TW7569,On-site,25920,10690,15230,,,,,,,
2025-06-21,22:41:35,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0227,AP 26 TA 0434,On-site,29620,9950,19670,,,,,,,
2025-06-21,22:52:48,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0228,AP21TB4935,On-site,31130,11350,19780,,,,,,,
2025-06-21,22:59:43,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0229,AP28TC8081,On-site,30700,13110,17590,,,,,,,
2025-06-21,23:03:43,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0230,AP27TW7569,On-site,32150,10730,21420,,,,,,,
2025-06-21,23:12:23,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0231,AP 26 TA 0434,On-site,29180,9960,19220,,,,,,,
2025-06-21,23:17:01,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0232,AP21TB4935,On-site,31820,11390,20430,,,,,,,
2025-06-21,23:25:16,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0233,AP28TC8081,On-site,29940,12490,17450,,,,,,,
2025-06-21,23:35:04,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0234,AP27TW7569,On-site,33250,10780,22470,,,,,,,
2025-06-21,23:43:07,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0235,AP 26 TA 0434,On-site,30310,9970,20340,,,,,,,
2025-06-21,23:54:32,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0236,AP21TB4935,On-site,31620,11430,20190,,,,,,,
2025-06-22,0:12:29,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0237,AP28TC8081,On-site,30130,11900,18230,,,,,,,
2025-06-22,0:13:42,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0238,AP27TW7569,On-site,31660,10710,20950,,,,,,,
2025-06-22,0:14:54,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0239,AP 26 TA 0434,On-site,28830,10000,18830,,,,,,,
2025-06-22,0:30:54,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0240,AP21TB4935,On-site,31710,11470,20240,,,,,,,
2025-06-22,0:34:22,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0241,AP27TW7569,On-site,32960,10740,22220,,,,,,,
2025-06-22,0:48:47,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0242,AP28TC8081,On-site,30360,11920,18440,,,,,,,
2025-06-22,0:53:02,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0243,AP 26 TA 0434,On-site,30480,9960,20520,,,,,,,
2025-06-22,0:57:27,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0244,AP21TB4935,On-site,31590,11520,20070,,,,,,,
2025-06-22,1:05:35,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0245,AP27TW7569,On-site,33670,10670,23000,,,,,,,
2025-06-22,2:10:44,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0246,AP 26 TA 0434,On-site,29180,9960,19220,,,,,,,
2025-06-22,2:14:48,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0247,AP28TC8081,On-site,29620,11910,17710,,,,,,,
2025-06-22,2:24:35,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0248,AP21TB4935,On-site,32210,11500,20710,,,,,,,
2025-06-22,2:34:32,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0249,AP27TW7569,On-site,32860,10760,22100,,,,,,,
2025-06-22,2:38:48,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0250,AP 26 TA 0434,On-site,30020,9960,20060,,,,,,,
2025-06-22,2:54:28,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0251,AP28TC8081,On-site,31100,11920,19180,,,,,,,
2025-06-22,3:07:20,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0252,AP21TB4935,On-site,32000,11510,20490,,,,,,,
2025-06-22,3:17:51,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0253,AP27TW7569,On-site,31150,10730,20420,,,,,,,
2025-06-22,3:21:33,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0254,AP 26 TA 0434,On-site,28710,9960,18750,,,,,,,
2025-06-22,3:42:24,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0255,AP28TC8081,On-site,29790,12080,17710,,,,,,,
2025-06-22,3:51:15,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0256,AP 26 TA 0434,On-site,29100,9960,19140,,,,,,,
2025-06-22,4:00:51,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0257,AP27TW7569,On-site,33380,10680,22700,,,,,,,
2025-06-22,4:22:14,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0258,AP 26 TA 0434,On-site,28820,9970,18850,,,,,,,
2025-06-22,5:11:08,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0259,AP27TW7569,On-site,31480,10670,20810,,,,,,,
2025-06-22,5:22:12,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0260,AP28TC8081,On-site,28560,11940,16620,,,,,,,
2025-06-22,5:26:50,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0261,AP21TB4935,On-site,31140,11490,19650,,,,,,,
2025-06-22,10:13:54,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0262,AP27TW7569,On-site,33050,10680,22370,,,,,,,
2025-06-22,10:18:31,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0263,AP21TB4935,On-site,33110,11480,21630,,,,,,,
2025-06-22,10:23:10,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0264,AP28TC8081,On-site,30360,11920,18440,,,,,,,
2025-06-22,10:47:00,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0265,AP 26 TA 0434,On-site,31000,9970,21030,,,,,,,
2025-06-22,10:48:56,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0266,AP27TW7569,On-site,35500,10670,24830,,,,,,,
2025-06-22,10:54:07,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0267,AP21TB4935,On-site,32340,11480,20860,,,,,,,
2025-06-22,10:59:30,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0268,AP28TC8081,On-site,31350,11230,20120,,,,,,,
2025-06-22,11:14:16,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0269,AP 26 TA 0434,On-site,31740,9960,21780,,,,,,,
2025-06-22,11:18:50,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0270,AP27TW7569,On-site,35780,10680,25100,,,,,,,
2025-06-22,11:29:59,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0271,AP21TB4935,On-site,32970,11480,21490,,,,,,,
2025-06-22,11:34:17,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0272,AP28TC8081,On-site,31700,11300,20400,,,,,,,
2025-06-22,11:45:39,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0273,AP 26 TA 0434,On-site,31960,9970,21990,,,,,,,
2025-06-22,11:50:51,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0274,AP27TW7569,On-site,32050,10700,21350,,,,,,,
2025-06-22,11:54:17,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0275,AP21TB4935,On-site,31210,11470,19740,,,,,,,
2025-06-22,12:04:13,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0276,AP28TC8081,On-site,30850,11300,19550,,,,,,,
2025-06-22,12:16:16,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0277,AP 26 TA 0434,On-site,30620,9970,20650,,,,,,,
2025-06-22,12:20:55,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0278,AP27TW7569,On-site,33080,10700,22380,,,,,,,
2025-06-22,12:25:47,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0279,AP21TB4935,On-site,30850,11500,19350,,,,,,,
2025-06-22,12:32:29,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0280,AP28TC8081,On-site,30450,11300,19150,,,,,,,
2025-06-22,12:42:15,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0281,AP 26 TA 0434,On-site,32840,9970,22870,,,,,,,
2025-06-22,12:51:08,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0282,AP 26 TA 0434,On-site,32840,9990,22850,,,,,,,
2025-06-22,12:59:17,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0283,AP21TB4935,On-site,32960,11480,21480,,,,,,,
2025-06-22,13:03:44,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0284,AP28TC8081,On-site,30400,11290,19100,,,,,,,
2025-06-22,13:05:52,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0285,AP27TW7569,On-site,34140,10600,23540,,,,,,,
2025-06-22,14:21:35,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0286,AP27TW7569,On-site,34000,10600,23400,,,,,,,
2025-06-22,15:08:12,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0287,AP21TB4935,On-site,32680,11460,21220,,,,,,,
2025-06-22,15:15:45,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0288,AP28TC8081,On-site,31220,11240,19980,,,,,,,
2025-06-22,15:17:44,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0289,AP27TW7569,On-site,33850,10620,23230,,,,,,,
2025-06-22,15:30:04,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0290,AP 26 TA 0434,On-site,31730,10100,21630,,,,,,,
2025-06-22,15:42:21,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0291,AP21TB4935,On-site,34000,11570,22430,,,,,,,
2025-06-22,15:44:46,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0292,AP27TW7569,On-site,34630,10810,23820,,,,,,,
2025-06-22,17:59:02,Bethamcherla,Nandyal,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T0293,AP 26 TA 0434,On-site,30050,10010,20040,,,,,,,
